ID,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_age
4752,Mike Brown,Steve Mazzagatti,4/2/2004,"Las Vegas, Nevada, USA",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,145,28
4753,Randy Couture,John McCarthy,1/31/2004,"Las Vegas, Nevada, USA",-1,TRUE,Light Heavyweight,5,0,2,0,4,3.545454545,10.81818182,9.090909091,16.72727273,7.727272727,29.45454545,19.45454545,48.18181818,28.18181818,0,4.818181818,4.545454545,3.363636364,0.090909091,57,36.27272727,0.708181818,0.454545455,4.727272727,2.818181818,0.780909091,97.27272727,75.54545455,7,2,4,3.454545455,7.818181818,5.636363636,21.09090909,6.272727273,11.36363636,6.818181818,32.45454545,12.09090909,0.090909091,3.818181818,3.181818182,0.363636364,0.090909091,40.27272727,18.72727273,0.390909091,0.272727273,1.454545455,0.818181818,0.284545455,60.81818182,38.63636364,32,852.5454545,9,1,0,2,5,1,0,9,Orthodox,185.42,190.5,205,40
4754,Carlos Newton,Larry Landless,1/31/2004,"Las Vegas, Nevada, USA",-1,FALSE,Welterweight,3,0,1,0,1.333333333,1.333333333,2.333333333,1.166666667,13,4.833333333,1.5,0.666666667,13.5,3.5,0.333333333,2,1.833333333,1.166666667,0.5,16.83333333,6.666666667,0.415,1.333333333,2,1.333333333,0.553333333,29.5,18.33333333,1,3,3.166666667,3,3.833333333,2.666666667,14.33333333,5,17.16666667,12.83333333,30.66666667,16,0,1.5,1.5,2.5,0,35.33333333,20.5,0.473333333,0.333333333,2.166666667,1.833333333,0.443333333,54.66666667,39.33333333,13,555.1666667,4,0,0,0,0,3,0,3,Orthodox,175.26,,170,27
4755,Matt Hughes,Mario Yamasaki,1/31/2004,"Las Vegas, Nevada, USA",-1,TRUE,Welterweight,5,0,6,0,6.333333333,6.222222222,1,0.666666667,10.11111111,3.777777778,35.33333333,24.88888889,39.88888889,22.88888889,0,0.222222222,0.222222222,4.555555556,0.111111111,46.44444444,29.33333333,0.594444444,0.555555556,4.777777778,3.555555556,0.821111111,74.77777778,57.33333333,6,1,0.444444444,0.444444444,1.222222222,0.777777778,6.666666667,1.555555556,3.111111111,2,10.44444444,3.777777778,0.111111111,0.111111111,0.111111111,0.444444444,0.444444444,11,4.333333333,0.364444444,0.666666667,0.777777778,0.444444444,0.177777778,35.22222222,28,22,645.8888889,6,0,0,2,3,1,2,8,Switch,175.26,185.42,170,30
4756,Wes Sims,John McCarthy,1/31/2004,"Las Vegas, Nevada, USA",-1,FALSE,Heavyweight,3,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,11,8,0,1,0,0,0,0,0,0,7,4,7,4,0,0,0,3,0,7,4,0.57,4,1,1,1,21,18,1,175,0,0,0,0,0,0,0,0,Orthodox,208.28,,260,24
4757,Jorge Rivera,Mario Yamasaki,1/31/2004,"Las Vegas, Nevada, USA",-1,FALSE,Middleweight,3,0,1,0,26,24,78,57,55,20,3,3,88,39,1,22,17,0,0,136,80,0.58,0,0,0,0,210,154,1,0,6,3,52,27,26,8,0,0,64,25,0,8,7,0,0,78,35,0.44,0,3,0,0,92,49,3,900,0,0,0,1,0,0,0,1,Orthodox,185.42,185.42,185,31
4758,Karo Parisyan,Steve Mazzagatti,1/31/2004,"Las Vegas, Nevada, USA",-1,FALSE,Welterweight,3,0,1,0,3,3,8,7,7,3,7,3,17,8,0,2,2,1,0,22,13,0.59,1,4,3,0.75,28,19,1,0,2,1,5,1,6,1,0,0,9,1,0,0,0,0,0,11,2,0.18,0,1,0,0,20,11,1,232,0,0,0,0,0,1,0,1,Orthodox,177.8,182.88,170,21
4759,Hermes Franca,Larry Landless,1/31/2004,"Las Vegas, Nevada, USA",-1,FALSE,Lightweight,3,0,2,0,2.5,2.5,10,6.5,24.5,11.5,3.5,2,34,16,1,1.5,1.5,1,0,38,20,0.545,5,6.5,2,0.59,84.5,66,2,0,4.5,3.5,9,6,32.5,9.5,27.5,15,50.5,15,0,14,12,1,0,69,30.5,0.485,0,5.5,2.5,0.41,109.5,64.5,5,683,0,0,0,1,1,0,0,2,Orthodox,167.64,180.34,155,29
4760,Jeff Curran,Steve Mazzagatti,1/31/2004,"Las Vegas, Nevada, USA",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,135,26
4761,Frank Trigg,John McCarthy,11/21/2003,"Uncasville, Connecticut, USA",-1,TRUE,Welterweight,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,175.26,180.34,170,31
4762,Falaniko Vitale,Larry Landless,11/21/2003,"Uncasville, Connecticut, USA",-1,FALSE,Middleweight,3,0,1,0,1,0,2,1,4,0,1,1,5,1,0,1,1,1,0,7,2,0.28,0,1,0,0,11,6,1,0,1,1,3,2,6,0,0,0,6,0,0,2,1,0,0,9,2,0.22,0,3,0,0,13,6,1,116,0,0,0,0,1,0,0,1,Orthodox,177.8,,185,29
4764,Phil Baroni,Larry Landless,11/21/2003,"Uncasville, Connecticut, USA",-1,FALSE,Middleweight,3,1,0,0,12.4,12.2,12.2,8.2,12.4,4.4,18.8,14.2,30.2,14.2,0.4,0.8,0.4,0.6,0.4,43.4,26.8,0.598,0.4,1.4,0.6,0.3,98.4,80,2,2,3.8,3.4,10.2,7.4,14,5.4,14.8,11.8,31,17.4,0,4.2,3.8,2.4,0.4,39,24.6,0.534,0.6,4.6,1.8,0.348,107.2,89.2,10,519.4,0,0,0,1,2,0,0,3,Orthodox,175.26,182.88,170,27
4765,Chris Lytle,John McCarthy,11/21/2003,"Uncasville, Connecticut, USA",-1,FALSE,Welterweight,3,1,0,0,2,2,0,0,3,2,0,0,1,0,0,0,0,0,0,3,2,0.66,1,0,0,0,31,29,0,1,0,0,0,0,1,1,8,4,9,5,0,0,0,4,0,9,5,0.55,0,2,2,1,71,64,2,600,0,0,0,0,0,0,0,0,Orthodox,180.34,172.72,170,29
4766,Ricco Rodriguez,Larry Landless,11/21/2003,"Uncasville, Connecticut, USA",-1,FALSE,Heavyweight,3,1,0,0,5.166666667,4.166666667,5.666666667,4.333333333,13.33333333,4.666666667,27.83333333,18.16666667,40,21.5,0,1.666666667,1.5,4.166666667,0.333333333,46.83333333,27.16666667,0.598333333,1,5,2.833333333,0.538333333,96.5,74.33333333,5,1,2.333333333,2,5.166666667,2.833333333,13.16666667,4.5,9.333333333,5.833333333,23.66666667,9.666666667,0.166666667,1.666666667,1.5,0.5,0.166666667,27.66666667,13.16666667,0.491666667,0.166666667,2.166666667,1.333333333,0.388333333,46.83333333,31.66666667,16,680.5,2,0,0,0,5,0,0,5,Orthodox,193.04,,265,26
4768,Nick Agallar,Larry Landless,11/21/2003,"Uncasville, Connecticut, USA",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,,155,24
4769,Tito Ortiz,John McCarthy,9/26/2003,"Las Vegas, Nevada, USA",-1,TRUE,Light Heavyweight,5,0,6,0,3.181818182,2.636363636,11,7.727272727,13.36363636,4.727272727,28,17.09090909,45.09090909,22.81818182,0.090909091,4.090909091,4.090909091,1.454545455,0,52.36363636,29.54545455,0.6,0.272727273,4.272727273,3.090909091,0.812727273,106.8181818,81.36363636,6,2,2.090909091,1.363636364,4.727272727,2.636363636,15.45454545,4.818181818,0.545454545,0.545454545,14.63636364,3.818181818,0.090909091,4,2.818181818,0,0.090909091,20.72727273,8,0.295454545,0.454545455,0.818181818,0.090909091,0.014545455,66.72727273,52.36363636,25,641.4545455,8,0,0,2,5,1,1,9,Orthodox,190.5,187.96,205,28
4770,Vladimir Matyushenko,Larry Landless,9/26/2003,"Las Vegas, Nevada, USA",-1,FALSE,Heavyweight,3,0,2,0,4.5,3.5,6.75,5.75,16.25,5,13.75,10.25,28.75,14.25,0,3.5,3.25,2.25,0,36.75,21,0.59,0,7.75,2.75,0.52,115.75,93,2,1,3,2.5,13,12.25,13,4,5,3,17,5.75,0,11,11,0.75,0,31,19.25,0.3525,0.25,4.25,1.25,0.1375,102.25,89.75,12,887.5,1,0,0,2,1,0,0,3,Orthodox,182.88,187.96,205,32
4771,Gan McGee,John McCarthy,9/26/2003,"Las Vegas, Nevada, USA",-1,TRUE,Heavyweight,5,0,2,0,1,1,1,0.666666667,23,6.333333333,10,5,32,10.33333333,0,1,0.666666667,1.333333333,0,34,12,0.383333333,0,2.666666667,0.666666667,0.133333333,40.33333333,18,2,1,1.666666667,1.666666667,2.666666667,2.333333333,11.66666667,5,4.333333333,3.333333333,12.66666667,4.666666667,0,4.333333333,4.333333333,0.666666667,0,18.66666667,10.66666667,0.483333333,0.666666667,2.666666667,0.333333333,0.333333333,29,19.66666667,4,387.6666667,0,0,0,0,2,0,0,2,Orthodox,208.28,,265,26
4772,David Loiseau,Larry Landless,9/26/2003,"Las Vegas, Nevada, USA",-1,FALSE,Middleweight,3,0,1,0,0,0,0,0,1,1,19,15,19,15,0,1,1,1,0,20,16,0.8,0,2,1,0.5,24,19,1,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,12,12,1,235,0,0,0,0,1,0,0,1,Orthodox,182.88,193.04,185,23
4773,Edwin DeWees,Sean Brockmole,9/26/2003,"Las Vegas, Nevada, USA",-1,FALSE,Light Heavyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,185.42,,185,21
4774,Dave Strasser,Steve Mazzagatti,9/26/2003,"Las Vegas, Nevada, USA",-1,FALSE,Welterweight,3,0,1,0,18,12,34,14,56,22,35,24,105,46,0,2,2,1,0,125,60,0.48,0,2,1,0.5,176,107,1,0,1,1,26,11,38,10,6,3,67,21,1,2,2,1,0,70,24,0.34,0,4,2,0.5,125,78,3,900,0,0,0,1,0,0,0,1,Orthodox,177.8,,170,34
4775,Gerald Strebendt,John McCarthy,9/26/2003,"Las Vegas, Nevada, USA",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,,155,24
4776,Jeremy Jackson,Steve Mazzagatti,9/26/2003,"Las Vegas, Nevada, USA",-1,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,,170,21
4777,Caol Uno,Sean Brockmole,9/26/2003,"Las Vegas, Nevada, USA",-1,FALSE,Lightweight,3,1,0,0,5,4,7.166666667,5.666666667,29.83333333,14.66666667,13.66666667,9,32.33333333,14.66666667,0,13.33333333,10.66666667,1.833333333,0.666666667,50.66666667,29.33333333,0.47,0.333333333,7,2.333333333,0.328333333,77.16666667,53,2,3,5.833333333,5,12,7.666666667,28.16666667,11.66666667,8.166666667,6,39.83333333,17.83333333,0.166666667,2.666666667,2.5,2.666666667,0,48.33333333,25.33333333,0.566666667,1,2.666666667,1.666666667,0.52,77,52.5,18,819.8333333,2,0,0,2,1,0,0,3,Southpaw,170.18,177.8,155,28
4778,Chuck Liddell,John McCarthy,6/6/2003,"Las Vegas, Nevada, USA",-1,TRUE,Light Heavyweight,5,0,7,0,3.333333333,2.111111111,9.222222222,6.111111111,48.22222222,16.77777778,5.555555556,4.333333333,43.22222222,12.11111111,0.444444444,16.44444444,13,0.333333333,0.111111111,63,27.22222222,0.458888889,0,0.222222222,0.222222222,0.111111111,73.22222222,36.88888889,7,1,1.666666667,1.111111111,3.222222222,1.555555556,21.88888889,8.888888889,1,0.555555556,20.33333333,6.111111111,0,4.111111111,3.777777778,0.444444444,0,26.11111111,11,0.427777778,0.333333333,6.444444444,1.111111111,0.257777778,29.22222222,14,17,614,0,0,0,5,2,0,1,8,Orthodox,187.96,193.04,205,33
4780,Marvin Eastman,John McCarthy,6/6/2003,"Las Vegas, Nevada, USA",-1,FALSE,Light Heavyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,185,31
4781,Ian Freeman,Larry Landless,6/6/2003,"Las Vegas, Nevada, USA",0,FALSE,Heavyweight,3,1,0,0,1.5,1.5,4.25,3.75,6,1.25,18.75,11.25,27,14.25,0,0.5,0.5,0,0.5,29,16.25,0.3375,0.25,0,0,0,42.5,29.75,2,2,5.25,4.75,1.75,1.75,8.25,4,6.25,5.5,8.75,4.25,0.25,2.25,2.25,0.25,0,16.25,11.25,0.4975,1.75,4,0.75,0.325,24.25,19,6,360.5,0,0,0,1,1,0,0,2,Orthodox,180.34,,225,36
4782,Wes Sims,Nelson Hamilton,6/6/2003,"Las Vegas, Nevada, USA",-1,FALSE,Heavyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,208.28,,260,23
4783,Eddie Ruiz,Nelson Hamilton,6/6/2003,"Las Vegas, Nevada, USA",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,170.18,,155,35
4784,Matt Lindland,John McCarthy,6/6/2003,"Las Vegas, Nevada, USA",-1,FALSE,Middleweight,3,0,2,0,5.285714286,4.285714286,14.85714286,10.57142857,19.14285714,4.714285714,25.14285714,16.28571429,47.14285714,21.57142857,0,6.714285714,5.714285714,2.142857143,0.428571429,59.14285714,31.57142857,0.52,0.428571429,5.714285714,2.857142857,0.485714286,145.7142857,111.5714286,4,1,7.285714286,6.857142857,11,7,17.57142857,7,8.285714286,5.285714286,25.85714286,9.285714286,0.285714286,3.714285714,3.142857143,0.714285714,0.428571429,36.85714286,19.28571429,0.437142857,0.571428571,1.285714286,0.428571429,0.214285714,56.42857143,38.42857143,17,660.1428571,1,1,0,2,2,0,0,6,Southpaw,182.88,187.96,185,33
4785,Tra Telligman,Larry Landless,6/6/2003,"Las Vegas, Nevada, USA",-1,FALSE,Heavyweight,3,1,0,0,0.666666667,0.333333333,5.666666667,1.333333333,17.33333333,6.333333333,0.333333333,0,21,6.333333333,0,1.666666667,1,0,0,23.33333333,7.666666667,0.276666667,0.333333333,0.333333333,0,0,27.33333333,11.66666667,1,2,1,1,5.333333333,1.666666667,17.33333333,4.666666667,9.333333333,6.333333333,30.33333333,11,0.666666667,0.666666667,0.666666667,1,0,32,12.66666667,0.426666667,0,2,1,0.166666667,57,35.33333333,3,317.3333333,0,0,0,0,0,1,0,1,Orthodox,187.96,,233,38
4786,Sean Sherk,John McCarthy,4/25/2003,"Miami, Florida, USA",-1,TRUE,Welterweight,5,0,3,0,0.333333333,0.333333333,2.333333333,2,3.333333333,1,12.33333333,10,16,11,0,1.666666667,1.666666667,1.333333333,0,18,13,0.733333333,0,8,4,0.5,134.6666667,125.3333333,3,0,3.333333333,1,5,1.666666667,10,2.333333333,0,0,10.66666667,2.333333333,0,1,0.666666667,0,0,15,4,0.24,0,0,0,0,29,18,6,581,0,0,0,1,0,1,1,3,Orthodox,167.64,170.18,155,29
4787,Robbie Lawler,John McCarthy,4/25/2003,"Miami, Florida, USA",-1,FALSE,Welterweight,3,0,3,0,7.666666667,7,21.33333333,12.66666667,39,13.66666667,11.33333333,6,62.33333333,24.33333333,1,1.666666667,1,0.333333333,0,71.66666667,32.33333333,0.466666667,0,3,2.333333333,0.583333333,83,43.66666667,3,0,10.33333333,9,22.66666667,11.66666667,37.66666667,12.66666667,0,0,37.66666667,6.666666667,0,12.33333333,8.666666667,0.333333333,0,60.33333333,24.33333333,0.403333333,0.333333333,2,0.333333333,0.11,79.33333333,42.66666667,6,438.6666667,0,0,0,1,2,0,0,3,Southpaw,180.34,187.96,170,21
4788,Romie Aram,Jorge Alonso,4/25/2003,"Miami, Florida, USA",-1,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,,170,25
4789,Sean Alvarez,John McCarthy,4/25/2003,"Miami, Florida, USA",-1,FALSE,Heavyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,,235,31
4790,Evan Tanner,Larry Landless,4/25/2003,"Miami, Florida, USA",-1,FALSE,Light Heavyweight,3,0,3,0,7.142857143,6.142857143,6.714285714,4.857142857,6.142857143,3.571428571,19.28571429,14.42857143,22.14285714,14.42857143,0,2.857142857,2.285714286,1.571428571,0,32.14285714,22.85714286,0.627142857,1.285714286,1.142857143,0.857142857,0.514285714,45.14285714,35.14285714,3,1,1.571428571,1.571428571,2.857142857,2.285714286,5.714285714,1.714285714,3.571428571,1.857142857,9.285714286,3.142857143,0,1.285714286,1.142857143,0.714285714,0,12.14285714,5.857142857,0.55,0.285714286,0.714285714,0.571428571,0.38,26.28571429,18.57142857,10,338,1,0,0,1,2,2,1,6,Orthodox,182.88,187.96,185,32
4791,Genki Sudo,John McCarthy,4/25/2003,"Miami, Florida, USA",-1,FALSE,Lightweight,3,0,1,0,1,0,2,0,18,3,9,6,21,8,0,7,1,2,0,29,9,0.31,3,3,2,0.66,37,17,1,0,1,1,3,2,9,3,0,0,7,1,0,4,3,0,0,12,5,0.41,0,0,0,0,42,32,2,398,0,0,0,0,0,1,0,1,Orthodox,175.26,,155,25
4792,Richard Crunkilton,James Warring,4/25/2003,"Miami, Florida, USA",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,170.18,,155,23
4793,Mark Weir,John McCarthy,4/25/2003,"Miami, Florida, USA",-1,FALSE,Middleweight,3,1,0,0,0,0,0,0,4,2,14.5,9.5,18.5,11.5,1,0,0,0.5,0.5,18.5,11.5,0.635,1.5,0,0,0,31.5,21.5,1,1,2,2,0,0,0.5,0,10.5,5,9,3,0,0,0,5,0.5,11,5,0.235,0.5,1,1,0.5,17,10,3,300,0,0,0,0,1,0,0,1,Southpaw,187.96,,185,35
4794,Ricco Rodriguez,John McCarthy,2/28/2003,"Atlantic City, New Jersey, USA",-1,TRUE,Heavyweight,5,0,5,0,6,4.8,6.6,5,14.2,4.4,33.4,21.8,46.6,25,0,1.6,1.4,5,0.4,54.2,31.2,0.578,1,5.6,3.4,0.646,113.2,87.2,5,0,2.6,2.2,6.2,3.4,12.2,4,9.8,6,23.8,9.6,0,1.8,1.6,0.6,0.2,28.2,13.4,0.494,0.2,2.6,1.6,0.466,50.6,35,15,778.8,1,0,0,0,5,0,0,5,Orthodox,193.04,,265,25
4796,Caol Uno,John McCarthy,2/28/2003,"Atlantic City, New Jersey, USA",0,TRUE,Lightweight,5,0,2,0,2.8,2.4,5.6,4,23.8,10.8,12,7.6,30.2,13.8,0,8.4,6.2,1.6,0.4,41.4,22.4,0.434,0.2,7,1.6,0.224,65,42.6,2,2,2.8,1.8,10.6,5.8,25.2,9.2,3.6,2,34,12.6,0.2,2.6,2.6,1.2,0,39.4,17,0.536,1.2,1.6,1,0.5,65,40.8,13,683.8,1,0,0,2,1,0,0,3,Southpaw,170.18,177.8,155,27
4797,Phil Baroni,John McCarthy,2/28/2003,"Atlantic City, New Jersey, USA",-1,FALSE,Middleweight,3,0,2,0,8.25,8,6.75,4.75,10.5,4.25,18.75,13.5,26.75,14,0.5,1,0.5,0.75,0.5,36,22.5,0.5975,0.5,1.25,0.5,0.25,94.75,79.25,2,1,2.75,2.25,8,6.5,10.75,5.5,11,8.75,22,14,0,5,4.5,2,0.25,29.75,20.75,0.5375,0.25,2.5,1.25,0.36,76.5,66.5,7,424.25,0,0,0,1,2,0,0,3,Orthodox,175.26,182.88,170,26
4798,Pedro Rizzo,Larry Landless,2/28/2003,"Atlantic City, New Jersey, USA",-1,FALSE,Heavyweight,3,1,0,0,0.727272727,0.727272727,4,2.272727273,44.63636364,15.36363636,1.727272727,0.909090909,39.45454545,9.636363636,0.727272727,10.18181818,8.181818182,0,0,50.36363636,18.54545455,0.378181818,0,0.090909091,0.090909091,0.090909091,59.09090909,26.45454545,4,4,2.272727273,1.636363636,7.636363636,4.090909091,42.81818182,16.36363636,9.454545455,6.090909091,46.45454545,17.09090909,0,11.18181818,7.818181818,0.363636364,0,59.90909091,26.54545455,0.391818182,0.181818182,3.636363636,1,0.193636364,79.27272727,44.90909091,27,708.6363636,3,0,1,0,6,0,0,7,Orthodox,185.42,,241,28
4799,Matt Serra,Larry Landless,2/28/2003,"Atlantic City, New Jersey, USA",-1,FALSE,Lightweight,3,1,0,0,2.25,2,4.5,2,15.75,2.75,4.5,2.5,19.5,3.5,0,3,1.75,3.75,0.5,24.75,7.25,0.3325,2.5,11.25,1.75,0.195,39.5,20.75,2,2,5.5,5,9,7.25,11.75,6,4.25,1.5,14.5,5.5,0.5,5,4.25,0,1,25,14.75,0.4475,0,1,0.75,0.415,52.75,41,10,717.25,0,1,0,0,0,1,0,2,Orthodox,167.64,172.72,170,28
4800,Alexandre Dantas,John McCarthy,2/28/2003,"Atlantic City, New Jersey, USA",-1,FALSE,Heavyweight,3,1,0,0,1,0,0,0,5,1,38,13,42,14,0,0,0,4,1,43,14,0.32,0,8,2,0.25,55,24,0,1,8,5,6,5,17,9,31,19,46,28,1,0,0,1,2,54,33,0.61,0,0,0,0,85,61,3,748,0,0,0,0,0,0,0,0,Orthodox,187.96,,238,23
4801,Rich Clementi,Larry Landless,2/28/2003,"Atlantic City, New Jersey, USA",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,175.26,182.88,155,26
4802,Ken Shamrock,John McCarthy,11/22/2002,"Las Vegas, Nevada, USA",-1,TRUE,Light Heavyweight,5,0,1,0,2.1,1.8,1.1,0.9,11,1.8,9.9,6.7,19.2,6.9,0,0.7,0.7,0.8,0,22,9.4,0.501,0.9,1.2,0.7,0.6,60.8,44.9,2,4,0.6,0.3,1.3,0.7,9.7,1.8,2.2,1.3,10.5,2.4,0,2.1,1.1,0.3,0.3,13.2,3.8,0.477,0.1,0.7,0,0,68.8,58.6,14,571,0,0,0,0,1,5,0,6,Orthodox,185.42,182.88,205,38
4803,Renato Sobral,Larry Landless,11/22/2002,"Las Vegas, Nevada, USA",-1,FALSE,Light Heavyweight,3,0,1,0,1,1,0.333333333,0.333333333,10.33333333,4.333333333,26,12.33333333,32.66666667,13.66666667,0,3,2.333333333,0.333333333,0,36.66666667,17,0.51,2.333333333,3,2.666666667,0.6,96.33333333,69.66666667,1,1,1.333333333,1.333333333,0,0,10,3.666666667,13.66666667,6.333333333,20.33333333,7,0,2,1.666666667,1,0,23.66666667,10,0.406666667,0,0.666666667,0.333333333,0.333333333,88.66666667,70.33333333,9,900,0,1,0,1,0,0,0,2,Orthodox,185.42,190.5,205,27
4804,Gil Castillo,John McCarthy,11/22/2002,"Las Vegas, Nevada, USA",-1,TRUE,Welterweight,5,0,1,0,2,1.5,1,1,15,6,13,6,26,10.5,0,1,1,1,0,29,13,0.435,0,11,5,0.68,138,115,1,1,11.5,10,23.5,17,38,13.5,12.5,8.5,50,20,0,12.5,9,1,1,74,39,0.45,2.5,1.5,0.5,0.5,178,138.5,8,1200,1,0,0,1,0,0,0,1,Southpaw,175.26,,170,37
4805,Pete Spratt,Larry Landless,11/22/2002,"Las Vegas, Nevada, USA",-1,FALSE,Welterweight,3,0,1,0,2,2,1,1,4,2,0,0,3,1,0,0,0,0,0,5,3,0.6,1,0,0,0,7,5,1,0,0,0,0,0,1,1,4,1,5,2,0,0,0,0,0,5,2,0.4,0,1,1,1,16,13,1,145,0,0,0,0,0,1,0,1,Orthodox,175.26,,170,31
4806,Tiki Ghosn,Nelson Hamilton,11/22/2002,"Las Vegas, Nevada, USA",-1,FALSE,Welterweight,3,2,0,0,8,5,8.5,4.5,26.5,8,0,0,25,6,0,2,1.5,0,0,35,12.5,0.26,0,0,0,0,40.5,18,0,2,5.5,3.5,6.5,4,18.5,8,6.5,5,22.5,11.5,0,3.5,2,1.5,0,31.5,17,0.605,1,5,2.5,0.5,112,93.5,4,488,0,0,0,0,0,0,0,0,Orthodox,177.8,,170,25
4807,Ian Freeman,Larry Landless,11/22/2002,"Las Vegas, Nevada, USA",-1,FALSE,Heavyweight,3,0,2,0,2,2,5.333333333,5,4.666666667,1.333333333,25,15,32.66666667,19,0,0.333333333,0.333333333,0,0.666666667,35,21.33333333,0.42,0.333333333,0,0,0,53,39.33333333,2,1,7,6.333333333,1,1,3.666666667,2,8.333333333,7.333333333,5.333333333,3.333333333,0,0.666666667,0.666666667,0.333333333,0,13,10.33333333,0.486666667,2.333333333,5.333333333,1,0.433333333,23.66666667,20.66666667,5,454.6666667,0,0,0,1,1,0,0,2,Orthodox,180.34,,225,36
4808,Travis Wiuff,John McCarthy,11/22/2002,"Las Vegas, Nevada, USA",-1,FALSE,Heavyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,190.5,,205,24
