ID,Unnamed: 0,R_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age
3566,3566,DaMarques Johnson,Mario Yamasaki,3/26/2011,"Seattle, Washington, USA",-1,FALSE,Welterweight,3,0,1,0,2.6,1.8,3.4,2.2,32,8.6,3.8,2.8,35.8,11,0.2,0.8,0.8,1.4,0.2,39.2,13.6,0.404,0.4,0.6,0.2,0.2,47.6,21.2,2,2,6.6,4,5.8,3.4,35,14.6,17.8,9.2,46.2,19,0,5.8,4.2,2,0,58.6,27.2,0.574,2.2,2.8,2,0.61,81.2,45.4,8,407.2,1,0,0,0,1,2,0,3,Orthodox,185.42,190.5,170,28
3567,3567,Chan Sung Jung,Dan Miragliotta,3/26/2011,"Seattle, Washington, USA",1,FALSE,Featherweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,145,24
3568,3568,Jon Madsen,Anthony Hamlett,3/26/2011,"Seattle, Washington, USA",-1,FALSE,Heavyweight,3,0,4,0,4.75,4,8.75,7.25,51.5,14.5,10,6.5,60.25,19.5,0,5.25,4.75,1,0,70.25,28.25,0.4625,0,1.75,1.25,0.6875,93,49,4,0,8.5,5.25,6.75,4.25,75.75,9,0,0,70.5,4.5,0,3.5,3.5,0,0,82.5,13.25,0.1575,0.25,1,0,0,83.75,14.5,10,702,0,0,1,2,1,0,0,4,Orthodox,182.88,182.88,240,31
3569,3569,Alex Caceres,Mario Yamasaki,3/26/2011,"Seattle, Washington, USA",-1,FALSE,Featherweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,145,22
3570,3570,John Hathaway,Herb Dean,3/26/2011,"Seattle, Washington, USA",1,FALSE,Welterweight,3,1,0,0,13.6,9.4,7.6,4.6,59.6,19,41.2,22.6,89,31.6,0.2,5.8,5.2,1.8,0.2,108.4,46.2,0.412,0.6,5.4,2.8,0.388,180.8,110.8,4,1,5.8,3.6,4.4,2.6,42,10.8,8.4,5.8,46.6,13.8,0,2.4,1.8,1,0.6,54.8,19.2,0.26,1.4,5,2,0.3,81.4,43.8,13,775.2,0,0,0,3,1,0,0,4,Orthodox,185.42,190.5,170,23
3571,3571,Michael McDonald,Josh Rosenthal,3/26/2011,"Seattle, Washington, USA",1,FALSE,Bantamweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,135,20
3572,3572,Sean McCorkle,Anthony Hamlett,3/26/2011,"Seattle, Washington, USA",-1,FALSE,Heavyweight,3,1,0,0,0,0,0,0,2.5,0,4,2,6.5,2,0,0,0,1,0,6.5,2,0.22,2,1.5,0.5,0.5,8.5,4,1,1,0,0,0,0,5.5,1,8,5.5,13.5,6.5,0,0,0,0.5,0.5,13.5,6.5,0.41,0,0.5,0.5,0.5,18,10.5,2,149,0,0,0,0,0,1,0,1,Orthodox,200.66,205.74,265,34
3573,3573,Johny Hendricks,Mario Yamasaki,3/26/2011,"Seattle, Washington, USA",1,FALSE,Welterweight,3,1,0,0,4,2.8,15.6,10.8,31.6,15,8.6,6.4,45.8,23.6,0.6,6,5.8,2,0,55.8,32.2,0.554,1,7.2,4.2,0.392,81.6,56.6,4,1,14.2,10.8,19.2,12.6,41.4,17,0.2,0.2,41.4,14.4,0,5.2,4.6,0.2,0,60.8,29.8,0.428,0.2,3.2,1,0.212,76.2,44.2,12,613.8,0,1,0,1,2,0,0,4,Southpaw,175.26,175.26,185,27
3574,3574,Mario Miranda,Dan Miragliotta,3/26/2011,"Seattle, Washington, USA",-1,FALSE,Middleweight,3,1,0,0,5.333333333,3,4.666666667,2,21.33333333,7.666666667,22,14.33333333,36.33333333,16,0.333333333,6.333333333,5,1.666666667,0.666666667,48,24,0.466666667,0,1,1,0.333333333,105.6666667,64.33333333,1,2,3.666666667,2,3.333333333,1.333333333,18.33333333,7,10.33333333,8,26.66666667,13,0.666666667,1.666666667,1.333333333,2,0,32,16.33333333,0.42,0.333333333,2.333333333,1.666666667,0.236666667,64.66666667,41.33333333,6,578.6666667,0,0,0,0,1,0,0,1,Orthodox,190.5,187.96,185,31
3575,3575,Waylon Lowe,Anthony Hamlett,3/26/2011,"Seattle, Washington, USA",-1,FALSE,Lightweight,3,0,2,0,2,1.666666667,1.666666667,0.666666667,22.66666667,9,7.333333333,4.333333333,29.66666667,12.33333333,0,0,0,1.333333333,0,31.66666667,14,0.37,0,7,3.333333333,0.456666667,59.33333333,37.66666667,2,1,3.666666667,2.333333333,2.666666667,2.333333333,36.33333333,10.66666667,8.333333333,7,35.33333333,11,0.333333333,8.333333333,6.666666667,0.333333333,0,47.33333333,20,0.48,0,0.333333333,0.333333333,0.333333333,80.66666667,51.66666667,7,669.3333333,0,0,1,1,0,0,0,2,Southpaw,170.18,,145,30
3576,3576,Mauricio Rua,Herb Dean,3/19/2011,"Newark, New Jersey, USA",-1,TRUE,Light Heavyweight,5,0,1,0,11.2,8.2,15,12,53.2,24.2,8.4,5.8,45.2,19,0.8,20.2,14.8,0.4,0,76.6,42,0.57,0.4,4,1.2,0.182,94,58,2,2,11,8.2,7.8,5,45.8,14,17.4,10.8,54.4,19,0,5.6,2.6,1.6,0.4,71,29.8,0.456,0.6,2.8,2.4,0.754,97.8,54.8,13,748.8,2,0,0,0,3,0,0,3,Orthodox,185.42,193.04,205,29
3577,3577,Urijah Faber,Keith Peterson,3/19/2011,"Newark, New Jersey, USA",1,FALSE,Bantamweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,135,31
3578,3578,Jim Miller,Kevin Mulhall,3/19/2011,"Newark, New Jersey, USA",1,FALSE,Lightweight,3,0,6,0,6.888888889,4,8.222222222,4.444444444,50.33333333,13.11111111,13.88888889,7.666666667,59.66666667,16.11111111,0.222222222,5.888888889,5.111111111,2.555555556,0.222222222,72.44444444,25.22222222,0.33,2,4.111111111,1.888888889,0.426666667,96.77777778,47.22222222,6,1,5.666666667,4,4.888888889,2.777777778,42.11111111,10.66666667,3.111111111,1.777777778,43.33333333,10.22222222,0,1.111111111,1,0.888888889,0.333333333,50.11111111,15.22222222,0.325555556,0.333333333,2.111111111,1.111111111,0.292222222,74.44444444,38.33333333,22,657.4444444,0,0,0,4,1,3,0,8,Southpaw,172.72,180.34,155,27
3579,3579,Dan Miller,Dan Miragliotta,3/19/2011,"Newark, New Jersey, USA",-1,FALSE,Middleweight,3,0,2,0,8.625,3.25,2.5,1.5,51.875,12.75,8.625,4.875,49.375,11.875,0,5,4,0.375,0.125,63,19.125,0.31375,1.125,2.125,1.5,0.2625,100.875,51.375,3,3,2.5,2.125,3.625,2,46.375,16.5,9.125,5.5,55,20.25,0,1.625,1.625,0.75,0.375,59.125,24,0.40375,0.875,2.25,1.25,0.29125,102.25,63.625,19,632.875,0,0,1,1,0,3,0,5,Orthodox,185.42,187.96,185,29
3580,3580,Mirko Cro Cop,Herb Dean,3/19/2011,"Newark, New Jersey, USA",-1,FALSE,Heavyweight,3,1,0,0,5.625,4.25,6.125,4,37.375,13.375,5.375,3.125,40.5,14.125,0.375,2.75,2.125,0.875,0,48.875,20.5,0.41625,0.375,0.5,0.25,0.25,71.625,41.75,2,4,12,9.125,9.625,7.875,53.5,17.125,4.5,2.875,45.75,10.875,0.5,9.875,7.875,0.125,0.125,67.625,27.875,0.3625,0,2.5,0.25,0.15625,77.125,36.75,17,585.25,0,0,0,0,2,1,1,4,Southpaw,187.96,185.42,230,36
3581,3581,Luiz Cane,Dan Miragliotta,3/19/2011,"Newark, New Jersey, USA",1,FALSE,Light Heavyweight,3,2,0,0,5,4,3.5,1.833333333,56.83333333,22.33333333,2.833333333,2.333333333,56.83333333,21.16666667,0.833333333,1.333333333,1.333333333,0.166666667,0,63.16666667,26.5,0.391666667,0,0.666666667,0.166666667,0.166666667,65.83333333,29.16666667,3,3,5.5,4.833333333,1.666666667,1.166666667,58.33333333,22,0.333333333,0.333333333,48.33333333,13.83333333,0.333333333,6.5,4.833333333,0,0.166666667,60.33333333,23.5,0.433333333,0,0.666666667,0,0,61.83333333,24.83333333,9,323.6666667,0,0,0,1,2,0,0,3,Southpaw,187.96,195.58,185,29
3582,3582,Edson Barboza,Keith Peterson,3/19/2011,"Newark, New Jersey, USA",1,FALSE,Lightweight,3,0,1,0,5,3,1,0,67,43,1,0,38,16,2,26,24,1,0,69,43,0.62,0,2,2,1,70,44,1,0,4,1,0,0,45,12,0,0,36,9,0,5,2,0,0,45,12,0.26,1,5,0,0,104,68,3,626,0,0,0,0,1,0,0,1,Orthodox,180.34,190.5,155,25
3583,3583,Ricardo Almeida,Kevin MacDonald,3/19/2011,"Newark, New Jersey, USA",-1,FALSE,Welterweight,3,0,1,0,5.3,4.4,4.5,2.9,19.4,8.3,15.5,9.5,31.9,14.3,0,2.2,2,2.2,0,39.4,20.7,0.559,1.1,6.6,3.1,0.465,56.4,36,3,4,3.6,3.1,7,4.5,18.1,4.7,5.1,2.6,22.8,5.5,0.2,3.8,3.2,0.1,0.1,30.2,11.8,0.35,0.8,1,0.7,0.2,60.4,40.2,22,590.1,0,0,0,3,0,3,0,6,Orthodox,182.88,187.96,170,34
3584,3584,Kurt Pellegrino,Herb Dean,3/19/2011,"Newark, New Jersey, USA",-1,FALSE,Lightweight,3,1,0,0,4.090909091,3.090909091,4.363636364,2.545454545,31.81818182,9.909090909,16.45454545,10.90909091,46.72727273,19.09090909,0.272727273,1.818181818,1.181818182,3.636363636,0.363636364,52.63636364,23.36363636,0.472727273,0.636363636,3.454545455,2.090909091,0.677272727,87.72727273,54.63636364,4,4,3.181818182,1.727272727,3.363636364,2.545454545,37.18181818,9.090909091,9.363636364,6.181818182,44.27272727,14.27272727,0.181818182,2.454545455,1.818181818,0.545454545,0.363636364,49.90909091,17.81818182,0.385454545,1,2.909090909,0.909090909,0.380909091,78.72727273,44.09090909,25,594.2727273,0,0,0,2,1,4,0,7,Orthodox,172.72,177.8,155,31
3585,3585,Joseph Benavidez,Kevin Mulhall,3/19/2011,"Newark, New Jersey, USA",1,FALSE,Bantamweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,162.56,165.1,125,26
3586,3586,Costas Philippou,Keith Peterson,3/19/2011,"Newark, New Jersey, USA",-1,FALSE,Catch Weight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,185,31
3587,3587,Erik Koch,Kevin Mulhall,3/19/2011,"Newark, New Jersey, USA",1,FALSE,Featherweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,155,22
3588,3588,Diego Sanchez,Herb Dean,3/3/2011,"Louisville, Kentucky, USA",1,FALSE,Welterweight,3,0,1,0,8.466666667,6.466666667,5.466666667,3.6,57.33333333,16.2,24.66666667,14.06666667,77.93333333,26.46666667,0.333333333,1.066666667,0.933333333,2,0.2,87.46666667,33.86666667,0.418666667,0.866666667,7.066666667,1.4,0.323333333,102.1333333,46.6,6,4,4,3.066666667,9.933333333,6.2,51,17.06666667,8.866666667,4.533333333,63.26666667,22.53333333,0.066666667,2.533333333,2.2,0.266666667,0.133333333,69.8,27.8,0.46,0.533333333,2.533333333,1.266666667,0.282666667,103.1333333,57.4,40,751.8,2,0,1,5,5,0,0,11,Southpaw,177.8,182.88,170,29
3589,3589,CB Dollaway,Mario Yamasaki,3/3/2011,"Louisville, Kentucky, USA",-1,FALSE,Middleweight,3,0,3,0,5.857142857,3.857142857,4.142857143,2.428571429,10,3.142857143,11.14285714,5.571428571,18.28571429,6.714285714,0,1.142857143,0.571428571,1.714285714,0.285714286,25.28571429,11.14285714,0.432857143,1,2.857142857,1.857142857,0.472857143,43,27.57142857,3,2,3.285714286,2.571428571,2.714285714,1,12.42857143,5.142857143,2,0.857142857,12.57142857,3.714285714,0.142857143,1.285714286,0.714285714,0.285714286,0.285714286,17.14285714,7,0.432857143,1.428571429,1,0.285714286,0.19,32.57142857,20.71428571,11,369.8571429,1,0,0,2,1,2,0,5,Orthodox,187.96,193.04,185,27
3590,3590,Alessio Sakara,Gary Copeland,3/3/2011,"Louisville, Kentucky, USA",-1,FALSE,Middleweight,3,0,3,0,3.272727273,2.545454545,5.181818182,3,22.72727273,8.727272727,15.72727273,8.363636364,40,17.18181818,0.272727273,0.363636364,0.363636364,0.272727273,0.090909091,43.63636364,20.09090909,0.453636364,0,1.181818182,0.909090909,0.136363636,54.18181818,29.27272727,3,5,1.727272727,1.454545455,3.363636364,2.272727273,20.63636364,5.545454545,5.545454545,3.363636364,24.45454545,7.181818182,0.272727273,3.363636364,2.545454545,0.636363636,0,29.54545455,11.18181818,0.372727273,0.181818182,2.363636364,0.636363636,0.166363636,47.45454545,27.45454545,16,292.3636364,0,0,1,1,4,0,0,6,Orthodox,182.88,182.88,185,29
3591,3591,Brian Bowles,Chris Kinman,3/3/2011,"Louisville, Kentucky, USA",1,FALSE,Bantamweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,30
3592,3592,Steve Cantwell,Herb Dean,3/3/2011,"Louisville, Kentucky, USA",-1,FALSE,Light Heavyweight,3,2,0,0,14.66666667,11.33333333,1.666666667,1,121.3333333,38,1,0.666666667,99.66666667,20.66666667,0,9.666666667,7.666666667,0.666666667,0,124,39.66666667,0.363333333,0.333333333,0.666666667,0.333333333,0.333333333,125.6666667,41.33333333,1,2,14.66666667,10.66666667,7.333333333,3,145,45,0,0,128.6666667,29,0,9,8.333333333,0,0,152.3333333,48,0.286666667,0,2.333333333,0,0,155,50.66666667,7,681.3333333,0,0,0,0,0,1,0,1,Orthodox,187.96,190.5,185,24
3593,3593,Joe Stevenson,Gary Copeland,3/3/2011,"Louisville, Kentucky, USA",-1,FALSE,Lightweight,3,2,0,0,3.714285714,2.5,3.428571429,2.285714286,26.28571429,7.642857143,13.85714286,9.214285714,37,14.14285714,0.071428571,2.857142857,2.5,1.5,0.357142857,43.57142857,19.14285714,0.495714286,1.357142857,4.142857143,2.071428571,0.432857143,63.78571429,36.5,4,6,4.071428571,2.714285714,2.5,0.928571429,45.92857143,15.71428571,10.57142857,5.857142857,53.71428571,18.85714286,0.357142857,1.214285714,0.928571429,1.642857143,0.357142857,59,22.5,0.330714286,1.071428571,1.642857143,1.071428571,0.393571429,77.78571429,39.5,30,576.6428571,2,0,0,3,1,3,1,8,Orthodox,170.18,177.8,145,28
3594,3594,Thiago Tavares,Mario Yamasaki,3/3/2011,"Louisville, Kentucky, USA",-1,FALSE,Lightweight,3,0,1,0,5.777777778,4.111111111,5,2.666666667,34.11111111,11.11111111,9.555555556,5.888888889,40.88888889,14.33333333,0,2,1.222222222,2.333333333,0.555555556,48.66666667,19.66666667,0.457777778,1.444444444,6.888888889,2.777777778,0.455555556,105.3333333,69.88888889,2,4,6.111111111,4.555555556,8.888888889,5.222222222,43.66666667,13.88888889,10,6.555555556,50.11111111,15.66666667,0.333333333,6.333333333,5.444444444,1.222222222,0.777777778,62.55555556,25.66666667,0.368888889,1.111111111,3.666666667,1.333333333,0.37,104.8888889,65.33333333,23,723.6666667,0,0,0,3,0,2,0,5,Orthodox,170.18,172.72,145,26
3595,3595,Takeya Mizugaki,Herb Dean,3/3/2011,"Louisville, Kentucky, USA",1,FALSE,Bantamweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,135,27
3596,3596,Rob Kimmons,Gary Copeland,3/3/2011,"Louisville, Kentucky, USA",-1,FALSE,Middleweight,3,1,0,0,6.166666667,4.5,12,7.5,12.33333333,4.166666667,5.333333333,3.833333333,22.5,10,0,1,1,1,0.166666667,29.66666667,15.5,0.446666667,1.333333333,2.333333333,1,0.305,64.66666667,48,1,3,16.33333333,14.16666667,20.83333333,15.5,18.66666667,6.833333333,14.16666667,8.5,35,14.5,0.166666667,2.333333333,2.166666667,1.333333333,0,53.66666667,30.83333333,0.49,0.666666667,1.166666667,0.833333333,0.458333333,91.83333333,65.16666667,11,407.5,0,0,0,1,0,2,0,3,Orthodox,177.8,185.42,185,30
3597,3597,David Branch,Mario Yamasaki,3/3/2011,"Louisville, Kentucky, USA",-1,FALSE,Middleweight,3,0,2,0,5.666666667,5.333333333,10,9.333333333,18,5,4.333333333,2.666666667,20,6.666666667,0,6.666666667,5,3.333333333,0,32.33333333,17,0.526666667,0,7.333333333,2.333333333,0.233333333,74.66666667,51.66666667,2,1,2.333333333,2,4.333333333,2.333333333,25,5.333333333,2.333333333,1,28.33333333,6.333333333,0,1,0.333333333,0,0,31.66666667,8.666666667,0.3,0,1.666666667,1.666666667,0.333333333,42,15.66666667,9,851.6666667,0,0,0,2,0,0,0,2,Orthodox,185.42,198.12,185,29
3598,3598,Igor Pokrajac,Chris Kinman,3/3/2011,"Louisville, Kentucky, USA",1,FALSE,Light Heavyweight,3,1,0,0,2.25,2,9.75,6,35.25,10.75,5.25,4,46,17.25,0.5,2,1.5,1,0.5,50.25,20.75,0.4475,0.25,2.5,1.25,0.415,65.5,34.75,1,3,9.25,7.5,11.5,6.25,32.75,12.5,20.75,11.5,53.75,20.75,0,2,2,3.75,0.75,65,30.25,0.47,0.75,5.25,3,0.475,133.25,89.25,10,688.75,0,0,0,0,0,1,0,1,Orthodox,182.88,193.04,205,32
3599,3599,BJ Penn,Herb Dean,2/26/2011,"Sydney, New South Wales, Australia",0,FALSE,Welterweight,3,0,1,0,7.526315789,6.631578947,11.52631579,8.894736842,53.21052632,21.78947368,11,7.947368421,65.26315789,29.31578947,0.315789474,2.947368421,2.684210526,2.105263158,0.052631579,75.73684211,38.63157895,0.593157895,0.578947368,1.894736842,1.210526316,0.384736842,115.8421053,77.26315789,3,7,9.210526316,6.368421053,7.947368421,5,60.21052632,18.42105263,9.315789474,6.263157895,60,17.36842105,0,8.263157895,5.947368421,1,0.368421053,77.47368421,29.68421053,0.382105263,0.105263158,6.473684211,1.315789474,0.271052632,114.6842105,64.94736842,56,817.4210526,11,0,0,1,6,4,1,12,Orthodox,175.26,177.8,155,32
3600,3600,Michael Bisping,Marc Goddard,2/26/2011,"Sydney, New South Wales, Australia",1,FALSE,Middleweight,3,0,2,0,9.615384615,7.615384615,10.23076923,6.230769231,95.92307692,32.84615385,12.69230769,6.615384615,104.5384615,34,0.230769231,4.692307692,4.076923077,0.923076923,0.153846154,118.8461538,45.69230769,0.413846154,0.384615385,2.461538462,1.384615385,0.436923077,133.3076923,57.92307692,4,3,7.769230769,4,6,2.461538462,78.92307692,21.92307692,3.615384615,1.692307692,72.38461538,15.92307692,0.307692308,8.384615385,6.153846154,1.615384615,0.076923077,88.53846154,26.07692308,0.322307692,0.461538462,3.538461538,1.461538462,0.310769231,99.23076923,34.84615385,29,631.0769231,1,0,1,3,6,0,0,10,Orthodox,185.42,190.5,185,31
3601,3601,George Sotiropoulos,Leon Roberts,2/26/2011,"Sydney, New South Wales, Australia",-1,FALSE,Lightweight,3,0,7,0,5.142857143,2.428571429,3,1.285714286,58.71428571,13.71428571,11.14285714,7.428571429,67.42857143,19.71428571,0.142857143,0.285714286,0.285714286,4.714285714,0.285714286,72.85714286,22.42857143,0.39,1.714285714,4,2.142857143,0.54,105.4285714,50.57142857,7,0,2.142857143,1.428571429,3.857142857,2.571428571,42,9.428571429,3.857142857,1.428571429,44.71428571,10.14285714,0.142857143,2.857142857,1.857142857,0.285714286,0.428571429,49.71428571,13.42857143,0.2,0.285714286,1.571428571,0.857142857,0.214285714,63.42857143,26.14285714,15,542.5714286,0,0,0,2,1,4,0,7,Orthodox,177.8,180.34,155,33
3602,3602,Brian Ebersole,Steve Perceval,2/26/2011,"Sydney, New South Wales, Australia",1,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,170,30
3603,3603,Chris Camozzi,John Sharp,2/26/2011,"Sydney, New South Wales, Australia",-1,FALSE,Middleweight,3,0,2,0,29,23,30,19.5,90.5,48.5,0,0,68,24.5,0,23.5,20.5,0.5,0.5,120.5,68,0.555,0,3,0,0,134,78,2,0,5.5,4.5,19,8.5,74,29.5,3.5,2,83,28.5,0,8,7,1.5,0,96.5,40,0.41,0.5,4.5,2.5,0.55,112,50,6,900,0,0,1,1,0,0,0,2,Orthodox,187.96,193.04,185,24
3604,3604,Ross Pearson,Herb Dean,2/26/2011,"Sydney, New South Wales, Australia",1,FALSE,Lightweight,3,1,0,0,15.5,12.5,29.75,20.5,89,32,1.5,0.75,92.5,30.25,0,12.25,10.5,0.5,0.25,120.25,53.25,0.435,0,2,0.25,0.25,136,68,3,1,10.75,7.5,20,12.5,94.5,18,1,0.5,96.25,18.25,0.25,8.5,5.25,0.5,0.25,115.5,31,0.3,0.25,3.25,0.75,0.1625,129.75,44.25,10,696.75,1,0,0,2,0,0,1,3,Orthodox,172.72,175.26,155,26
3605,3605,Alexander Gustafsson,Marc Goddard,2/26/2011,"Sydney, New South Wales, Australia",1,FALSE,Light Heavyweight,3,0,1,0,1.666666667,0.666666667,5,2.333333333,14,3,9,6,24.33333333,9.666666667,0.666666667,2,1,2.333333333,0,28,11.33333333,0.253333333,1,1.666666667,0.666666667,0.22,40.66666667,22,1,1,3.333333333,2.333333333,3.666666667,2.333333333,12,5.666666667,3.333333333,2.333333333,11.66666667,4.333333333,0,4,3.666666667,0.333333333,0,19,10.33333333,0.54,0.333333333,2,0.333333333,0.066666667,25,15.66666667,4,265.6666667,0,0,0,0,1,1,0,2,Orthodox,195.58,200.66,205,24
3606,3606,Nick Ring,Leon Roberts,2/26/2011,"Sydney, New South Wales, Australia",1,FALSE,Middleweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,185,32
3608,3608,Tiequan Zhang,Steve Perceval,2/26/2011,"Sydney, New South Wales, Australia",1,FALSE,Featherweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,155,32
3609,3609,Mark Hunt,John Sharp,2/26/2011,"Sydney, New South Wales, Australia",1,FALSE,Heavyweight,3,1,0,0,0,0,0,0,7,1,1,1,8,2,0,0,0,0,0,8,2,0.25,0,1,1,1,9,3,0,1,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,2,2,0,0,4,0,1,63,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,265,36
3610,3610,Maciej Jewtuszko,Steve Perceval,2/26/2011,"Sydney, New South Wales, Australia",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,182.88,,155,30
3611,3611,Anderson Silva,Mario Yamasaki,2/5/2011,"Las Vegas, Nevada, USA",1,TRUE,Middleweight,5,0,12,0,8,6.833333333,6.666666667,5.916666667,30.25,18.16666667,10.83333333,8.583333333,29.91666667,17.5,1,9.833333333,8.333333333,0.25,0.083333333,47.75,32.66666667,0.728333333,0.5,0.333333333,0.25,0.25,58.91666667,42.5,12,0,2.75,1.833333333,2.916666667,1.666666667,28,6.833333333,12.58333333,7.5,34.41666667,9.666666667,0,6.333333333,4.5,1,0.083333333,43.5,16,0.290833333,0.083333333,4.083333333,0.833333333,0.201666667,71.66666667,40.5,29,600.0833333,8,0,0,2,7,3,0,12,Southpaw,187.96,195.58,185,35
3612,3612,Forrest Griffin,Steve Mazzagatti,2/5/2011,"Las Vegas, Nevada, USA",1,FALSE,Light Heavyweight,3,0,1,0,11.91666667,7.416666667,14.41666667,8.833333333,122.5,40.66666667,9.083333333,5.333333333,112.4166667,32.16666667,0.083333333,21.66666667,15.25,1.25,0.25,146,54.83333333,0.380833333,0.666666667,1.333333333,0.416666667,0.185,165.5833333,71.91666667,3,4,3.166666667,2.25,5.166666667,3.416666667,67.66666667,21.83333333,13.41666667,7.833333333,79.58333333,28,0.333333333,3.5,2.833333333,0.5,0,86.25,33.08333333,0.446666667,0,3.166666667,1.166666667,0.220833333,97.91666667,43.66666667,30,706.9166667,3,0,1,4,1,2,0,8,Orthodox,190.5,195.58,205,31
3613,3613,Jon Jones,Herb Dean,2/5/2011,"Las Vegas, Nevada, USA",1,FALSE,Light Heavyweight,3,0,2,0,11,8,13.66666667,8.666666667,31.16666667,10.5,17.16666667,11.16666667,45.5,19,0.166666667,5.5,3.333333333,1.666666667,0,62,30.33333333,0.58,0.166666667,3.333333333,2.166666667,0.626666667,77,43.5,3,1,5.666666667,3.666666667,13.16666667,7.333333333,29.16666667,7.333333333,0.666666667,0.666666667,30.66666667,7,0,6.666666667,4.666666667,0,0,43,15.33333333,0.325,0,1.333333333,0,0,52.5,24.16666667,11,471.3333333,0,0,0,2,2,1,0,5,Orthodox,193.04,213.36,205,23
